Outer_ID,Repeat,Outer_Fold,Feature_Count,Feature,Selected,Mandatory,Feature_Order,Rank,Selected_Alpha,Mean_Normalized_Hybrid_Feature_Score
R01_F01,1,1,8,V,0,False,0,,0.0,
R01_F01,1,1,8,Ti,1,False,8,8.0,0.0,0.2107038872011689
R01_F01,1,1,8,Zr,0,False,0,,0.0,
R01_F01,1,1,8,Li,0,False,0,,0.0,
R01_F01,1,1,8,Ni,0,False,0,,0.0,
R01_F01,1,1,8,Be,0,False,0,,0.0,
R01_F01,1,1,8,Sc,0,False,0,,0.0,
R01_F01,1,1,8,Tsol,1,True,1,1.0,0.0,0.5134958636481454
R01_F01,1,1,8,Tage,1,True,2,2.0,0.0,0.48419265741596
R01_F01,1,1,8,tage,1,True,3,3.0,0.0,0.278386613165626
R01_F01,1,1,9,Si,0,False,0,,0.0,
R01_F01,1,1,9,Fe,1,False,7,7.0,0.0,0.2228856662947742
R01_F01,1,1,9,Cu,1,False,6,6.0,0.0,0.3076720579078603
R01_F01,1,1,9,Mn,0,False,0,,0.0,
R01_F01,1,1,9,Mg,1,False,5,5.0,0.0,0.4778406691631313
R01_F01,1,1,9,Cr,0,False,0,,0.0,
R01_F01,1,1,9,Zn,1,False,4,4.0,0.0,1.0
R01_F01,1,1,9,V,0,False,0,,0.0,
R01_F01,1,1,9,Ti,1,False,8,8.0,0.0,0.2107038872011689
R01_F01,1,1,9,Zr,1,False,9,9.0,0.0,0.182144477817691
R01_F01,1,1,9,Li,0,False,0,,0.0,
R01_F01,1,1,9,Ni,0,False,0,,0.0,
R01_F01,1,1,9,Be,0,False,0,,0.0,
R01_F01,1,1,9,Sc,0,False,0,,0.0,
R01_F01,1,1,9,Tsol,1,True,1,1.0,0.0,0.5134958636481454
R01_F01,1,1,9,Tage,1,True,2,2.0,0.0,0.48419265741596
R01_F01,1,1,9,tage,1,True,3,3.0,0.0,0.278386613165626
R01_F01,1,1,10,Si,1,False,9,9.0,0.5,0.2710889052241365
R01_F01,1,1,10,Fe,1,False,8,8.0,0.5,0.2901367696413761
R01_F01,1,1,10,Cu,1,False,7,7.0,0.5,0.2993618168350263
R01_F01,1,1,10,Mn,0,False,0,,0.5,
R01_F01,1,1,10,Mg,1,False,5,5.0,0.5,0.6608986044525014
R01_F01,1,1,10,Cr,0,False,0,,0.5,
R01_F01,1,1,10,Zn,1,False,4,4.0,0.5,1.0
R01_F01,1,1,10,V,0,False,0,,0.5,
R01_F01,1,1,10,Ti,1,False,6,6.0,0.5,0.320122375589036
R01_F01,1,1,10,Zr,0,False,0,,0.5,
R01_F01,1,1,10,Li,0,False,0,,0.5,
R01_F01,1,1,10,Ni,0,False,0,,0.5,
R01_F01,1,1,10,Be,0,False,0,,0.5,
R01_F01,1,1,10,Sc,1,False,10,10.0,0.5,0.2441644853478706
R01_F01,1,1,10,Tsol,1,True,1,1.0,0.5,0.6476154138558118
R01_F01,1,1,10,Tage,1,True,2,2.0,0.5,0.4285307731653957
R01_F01,1,1,10,tage,1,True,3,3.0,0.5,0.139193306582813
R01_F01,1,1,11,Si,1,False,9,9.0,0.25,0.2091789386669604
R01_F01,1,1,11,Fe,1,False,8,8.0,0.25,0.2565112179680752
R01_F01,1,1,11,Cu,1,False,6,6.0,0.25,0.3035169373714433
R01_F01,1,1,11,Mn,0,False,0,,0.25,
R01_F01,1,1,11,Mg,1,False,5,5.0,0.25,0.5693696368078163
R01_F01,1,1,11,Cr,0,False,0,,0.25,
R01_F01,1,1,11,Zn,1,False,4,4.0,0.25,1.0
R01_F01,1,1,11,V,0,False,0,,0.25,
R01_F01,1,1,11,Ti,1,False,7,7.0,0.25,0.2654131313951025
R01_F01,1,1,11,Zr,1,False,10,10.0,0.25,0.2064941050258356
R01_F01,1,1,11,Li,0,False,0,,0.25,
R01_F01,1,1,11,Ni,0,False,0,,0.25,
R01_F01,1,1,11,Be,0,False,0,,0.25,
R01_F01,1,1,11,Sc,1,False,11,11.0,0.25,0.174332796430578
R01_F01,1,1,11,Tsol,1,True,1,1.0,0.25,0.5805556387519786
R01_F01,1,1,11,Tage,1,True,2,2.0,0.25,0.4563617152906778
R01_F01,1,1,11,tage,1,True,3,3.0,0.25,0.2087899598742195
R01_F01,1,1,12,Si,1,False,9,9.0,0.5,0.2710889052241365
R01_F01,1,1,12,Fe,1,False,8,8.0,0.5,0.2901367696413761
R01_F01,1,1,12,Cu,1,False,7,7.0,0.5,0.2993618168350263
R01_F01,1,1,12,Mn,0,False,0,,0.5,
R01_F01,1,1,12,Mg,1,False,5,5.0,0.5,0.6608986044525014
R01_F01,1,1,12,Cr,0,False,0,,0.5,
R01_F01,1,1,12,Zn,1,False,4,4.0,0.5,1.0
R01_F01,1,1,12,V,0,False,0,,0.5,
R01_F01,1,1,12,Ti,1,False,6,6.0,0.5,0.320122375589036
R01_F01,1,1,12,Zr,1,False,11,11.0,0.5,0.2308437322339802
R01_F01,1,1,12,Li,1,False,12,12.0,0.5,0.2039215026773723
R01_F01,1,1,12,Ni,0,False,0,,0.5,
R01_F01,1,1,12,Be,0,False,0,,0.5,
R01_F01,1,1,12,Sc,1,False,10,10.0,0.5,0.2441644853478706
R01_F01,1,1,12,Tsol,1,True,1,1.0,0.5,0.6476154138558118
R01_F01,1,1,12,Tage,1,True,2,2.0,0.5,0.4285307731653957
R01_F01,1,1,12,tage,1,True,3,3.0,0.5,0.139193306582813
R01_F01,1,1,13,Si,1,False,10,10.0,0.0,0.1472689721097844
R01_F01,1,1,13,Fe,1,False,7,7.0,0.0,0.2228856662947742
R01_F01,1,1,13,Cu,1,False,6,6.0,0.0,0.3076720579078603
R01_F01,1,1,13,Mn,1,False,11,11.0,0.0,0.1276809971996703
R01_F01,1,1,13,Mg,1,False,5,5.0,0.0,0.4778406691631313
R01_F01,1,1,13,Cr,0,False,0,,0.0,
R01_F01,1,1,13,Zn,1,False,4,4.0,0.0,1.0
R01_F01,1,1,13,V,0,False,0,,0.0,
R01_F01,1,1,13,Ti,1,False,8,8.0,0.0,0.2107038872011689
R01_F01,1,1,13,Zr,1,False,9,9.0,0.0,0.182144477817691
R01_F01,1,1,13,Li,1,False,12,12.0,0.0,0.1210637441520649
R01_F01,1,1,13,Ni,0,False,0,,0.0,
R01_F01,1,1,13,Be,0,False,0,,0.0,
R01_F01,1,1,13,Sc,1,False,13,13.0,0.0,0.1045011075132854
R01_F01,1,1,13,Tsol,1,True,1,1.0,0.0,0.5134958636481454
R01_F01,1,1,13,Tage,1,True,2,2.0,0.0,0.48419265741596
R01_F01,1,1,13,tage,1,True,3,3.0,0.0,0.278386613165626
R01_F01,1,1,14,Si,1,False,7,7.0,0.75,0.3329988717813125
R01_F01,1,1,14,Fe,1,False,8,8.0,0.75,0.3237623213146769
R01_F01,1,1,14,Cu,1,False,10,10.0,0.75,0.2952066962986093
R01_F01,1,1,14,Mn,0,False,0,,0.75,
R01_F01,1,1,14,Mg,1,False,5,5.0,0.75,0.7524275720971864
R01_F01,1,1,14,Cr,1,False,13,13.0,0.75,0.1702910838973723
R01_F01,1,1,14,Zn,1,False,4,4.0,0.75,1.0
R01_F01,1,1,14,V,0,False,0,,0.75,
R01_F01,1,1,14,Ti,1,False,6,6.0,0.75,0.3748316197829695
R01_F01,1,1,14,Zr,1,False,11,11.0,0.75,0.2551933594421248
R01_F01,1,1,14,Li,1,False,12,12.0,0.75,0.245350381940026
R01_F01,1,1,14,Ni,0,False,0,,0.75,
R01_F01,1,1,14,Be,1,False,14,14.0,0.75,0.1217147712578487
R01_F01,1,1,14,Sc,1,False,9,9.0,0.75,0.3139961742651632
R01_F01,1,1,14,Tsol,1,True,1,1.0,0.75,0.714675188959645
R01_F01,1,1,14,Tage,1,True,2,2.0,0.75,0.4006998310401135
R01_F01,1,1,14,tage,1,True,3,3.0,0.75,0.0695966532914065
R01_F01,1,1,15,Si,1,False,9,9.0,0.25,0.2091789386669604
R01_F01,1,1,15,Fe,1,False,8,8.0,0.25,0.2565112179680752
R01_F01,1,1,15,Cu,1,False,6,6.0,0.25,0.3035169373714433
R01_F01,1,1,15,Mn,1,False,14,14.0,0.25,0.1096412077289285
R01_F01,1,1,15,Mg,1,False,5,5.0,0.25,0.5693696368078163
R01_F01,1,1,15,Cr,1,False,13,13.0,0.25,0.1216175047317761
R01_F01,1,1,15,Zn,1,False,4,4.0,0.25,1.0
R01_F01,1,1,15,V,0,False,0,,0.25,
R01_F01,1,1,15,Ti,1,False,7,7.0,0.25,0.2654131313951025
R01_F01,1,1,15,Zr,1,False,10,10.0,0.25,0.2064941050258356
R01_F01,1,1,15,Li,1,False,12,12.0,0.25,0.1624926234147186
R01_F01,1,1,15,Ni,0,False,0,,0.25,
R01_F01,1,1,15,Be,1,False,15,15.0,0.25,0.0625444982546594
R01_F01,1,1,15,Sc,1,False,11,11.0,0.25,0.174332796430578
R01_F01,1,1,15,Tsol,1,True,1,1.0,0.25,0.5805556387519786
R01_F01,1,1,15,Tage,1,True,2,2.0,0.25,0.4563617152906778
R01_F01,1,1,15,tage,1,True,3,3.0,0.25,0.2087899598742195
R01_F01,1,1,16,Si,1,False,9,9.0,0.25,0.2091789386669604
R01_F01,1,1,16,Fe,1,False,8,8.0,0.25,0.2565112179680752
R01_F01,1,1,16,Cu,1,False,6,6.0,0.25,0.3035169373714433
R01_F01,1,1,16,Mn,1,False,14,14.0,0.25,0.1096412077289285
R01_F01,1,1,16,Mg,1,False,5,5.0,0.25,0.5693696368078163
R01_F01,1,1,16,Cr,1,False,13,13.0,0.25,0.1216175047317761
R01_F01,1,1,16,Zn,1,False,4,4.0,0.25,1.0
R01_F01,1,1,16,V,0,False,0,,0.25,
R01_F01,1,1,16,Ti,1,False,7,7.0,0.25,0.2654131313951025
R01_F01,1,1,16,Zr,1,False,10,10.0,0.25,0.2064941050258356
R01_F01,1,1,16,Li,1,False,12,12.0,0.25,0.1624926234147186
R01_F01,1,1,16,Ni,1,False,16,16.0,0.25,0.0490970615351363
R01_F01,1,1,16,Be,1,False,15,15.0,0.25,0.0625444982546594
R01_F01,1,1,16,Sc,1,False,11,11.0,0.25,0.174332796430578
R01_F01,1,1,16,Tsol,1,True,1,1.0,0.25,0.5805556387519786
R01_F01,1,1,16,Tage,1,True,2,2.0,0.25,0.4563617152906778
R01_F01,1,1,16,tage,1,True,3,3.0,0.25,0.2087899598742195
R01_F01,1,1,17,Si,1,False,7,7.0,1.0,0.3949088383384886
R01_F01,1,1,17,Fe,1,False,9,9.0,1.0,0.3573878729879779
R01_F01,1,1,17,Cu,1,False,10,10.0,1.0,0.2910515757621922
R01_F01,1,1,17,Mn,1,False,16,16.0,1.0,0.0555218393167032
R01_F01,1,1,17,Mg,1,False,5,5.0,1.0,0.8439565397418713
R01_F01,1,1,17,Cr,1,False,13,13.0,1.0,0.1946278734801704
R01_F01,1,1,17,Zn,1,False,4,4.0,1.0,1.0
R01_F01,1,1,17,V,1,False,17,17.0,1.0,0.0301945334424279
R01_F01,1,1,17,Ti,1,False,6,6.0,1.0,0.4295408639769031
R01_F01,1,1,17,Zr,1,False,12,12.0,1.0,0.2795429866502693
R01_F01,1,1,17,Li,1,False,11,11.0,1.0,0.2867792612026797
R01_F01,1,1,17,Ni,1,False,15,15.0,1.0,0.1343046924362786
R01_F01,1,1,17,Be,1,False,14,14.0,1.0,0.1512999077594433
R01_F01,1,1,17,Sc,1,False,8,8.0,1.0,0.3838278631824558
R01_F01,1,1,17,Tsol,1,True,1,1.0,1.0,0.7817349640634782
R01_F01,1,1,17,Tage,1,True,2,2.0,1.0,0.3728688889148313
R01_F01,1,1,17,tage,1,True,3,3.0,1.0,0.0
R01_F02,1,2,3,Si,0,False,0,,0.0,
R01_F02,1,2,3,Fe,0,False,0,,0.0,
R01_F02,1,2,3,Cu,0,False,0,,0.0,
R01_F02,1,2,3,Mn,0,False,0,,0.0,
R01_F02,1,2,3,Mg,0,False,0,,0.0,
R01_F02,1,2,3,Cr,0,False,0,,0.0,
R01_F02,1,2,3,Zn,0,False,0,,0.0,
R01_F02,1,2,3,V,0,False,0,,0.0,
R01_F02,1,2,3,Ti,0,False,0,,0.0,
R01_F02,1,2,3,Zr,0,False,0,,0.0,
R01_F02,1,2,3,Li,0,False,0,,0.0,
R01_F02,1,2,3,Ni,0,False,0,,0.0,
R01_F02,1,2,3,Be,0,False,0,,0.0,
R01_F02,1,2,3,Sc,0,False,0,,0.0,
R01_F02,1,2,3,Tsol,1,True,1,1.0,0.0,0.4433217663364101
R01_F02,1,2,3,Tage,1,True,2,2.0,0.0,0.5020519364422101
R01_F02,1,2,3,tage,1,True,3,3.0,0.0,0.2910905242799361
R01_F02,1,2,4,Si,0,False,0,,0.5,
R01_F02,1,2,4,Fe,0,False,0,,0.5,
R01_F02,1,2,4,Cu,0,False,0,,0.5,
R01_F02,1,2,4,Mn,0,False,0,,0.5,
R01_F02,1,2,4,Mg,0,False,0,,0.5,
R01_F02,1,2,4,Cr,0,False,0,,0.5,
R01_F02,1,2,4,Zn,1,False,4,4.0,0.5,1.0
R01_F02,1,2,4,V,0,False,0,,0.5,
R01_F02,1,2,4,Ti,0,False,0,,0.5,
R01_F02,1,2,4,Zr,0,False,0,,0.5,
R01_F02,1,2,4,Li,0,False,0,,0.5,
R01_F02,1,2,4,Ni,0,False,0,,0.5,
R01_F02,1,2,4,Be,0,False,0,,0.5,
R01_F02,1,2,4,Sc,0,False,0,,0.5,
R01_F02,1,2,4,Tsol,1,True,1,1.0,0.5,0.6119658359043367
R01_F02,1,2,4,Tage,1,True,2,2.0,0.5,0.4557448895622639
R01_F02,1,2,4,tage,1,True,3,3.0,0.5,0.145545262139968
R01_F02,1,2,5,Si,0,False,0,,0.25,
R01_F02,1,2,5,Fe,0,False,0,,0.25,
R01_F02,1,2,5,Cu,0,False,0,,0.25,
R01_F02,1,2,5,Mn,0,False,0,,0.25,
R01_F02,1,2,5,Mg,1,False,5,5.0,0.25,0.5189742006010339
R01_F02,1,2,5,Cr,0,False,0,,0.25,
R01_F02,1,2,5,Zn,1,False,4,4.0,0.25,1.0
R01_F02,1,2,5,V,0,False,0,,0.25,
R01_F02,1,2,5,Ti,0,False,0,,0.25,
R01_F02,1,2,5,Zr,0,False,0,,0.25,
R01_F02,1,2,5,Li,0,False,0,,0.25,
R01_F02,1,2,5,Ni,0,False,0,,0.25,
R01_F02,1,2,5,Be,0,False,0,,0.25,
R01_F02,1,2,5,Sc,0,False,0,,0.25,
R01_F02,1,2,5,Tsol,1,True,1,1.0,0.25,0.5276438011203735
R01_F02,1,2,5,Tage,1,True,2,2.0,0.25,0.4788984130022369
R01_F02,1,2,5,tage,1,True,3,3.0,0.25,0.2183178932099521
R01_F02,1,2,6,Si,0,False,0,,0.25,
R01_F02,1,2,6,Fe,0,False,0,,0.25,
R01_F02,1,2,6,Cu,1,False,6,6.0,0.25,0.3017825433688856
R01_F02,1,2,6,Mn,0,False,0,,0.25,
R01_F02,1,2,6,Mg,1,False,5,5.0,0.25,0.5189742006010339
R01_F02,1,2,6,Cr,0,False,0,,0.25,
R01_F02,1,2,6,Zn,1,False,4,4.0,0.25,1.0
R01_F02,1,2,6,V,0,False,0,,0.25,
R01_F02,1,2,6,Ti,0,False,0,,0.25,
R01_F02,1,2,6,Zr,0,False,0,,0.25,
R01_F02,1,2,6,Li,0,False,0,,0.25,
R01_F02,1,2,6,Ni,0,False,0,,0.25,
R01_F02,1,2,6,Be,0,False,0,,0.25,
R01_F02,1,2,6,Sc,0,False,0,,0.25,
R01_F02,1,2,6,Tsol,1,True,1,1.0,0.25,0.5276438011203735
R01_F02,1,2,6,Tage,1,True,2,2.0,0.25,0.4788984130022369
R01_F02,1,2,6,tage,1,True,3,3.0,0.25,0.2183178932099521
R01_F02,1,2,7,Si,0,False,0,,0.5,
R01_F02,1,2,7,Fe,0,False,0,,0.5,
R01_F02,1,2,7,Cu,1,False,6,6.0,0.5,0.3094158384841703
R01_F02,1,2,7,Mn,0,False,0,,0.5,
R01_F02,1,2,7,Mg,1,False,5,5.0,0.5,0.6258432320530664
R01_F02,1,2,7,Cr,0,False,0,,0.5,
R01_F02,1,2,7,Zn,1,False,4,4.0,0.5,1.0
R01_F02,1,2,7,V,0,False,0,,0.5,
R01_F02,1,2,7,Ti,1,False,7,7.0,0.5,0.3066758540417358
R01_F02,1,2,7,Zr,0,False,0,,0.5,
R01_F02,1,2,7,Li,0,False,0,,0.5,
R01_F02,1,2,7,Ni,0,False,0,,0.5,
R01_F02,1,2,7,Be,0,False,0,,0.5,
R01_F02,1,2,7,Sc,0,False,0,,0.5,
R01_F02,1,2,7,Tsol,1,True,1,1.0,0.5,0.6119658359043367
R01_F02,1,2,7,Tage,1,True,2,2.0,0.5,0.4557448895622639
R01_F02,1,2,7,tage,1,True,3,3.0,0.5,0.145545262139968
R01_F02,1,2,8,Si,0,False,0,,0.0,
R01_F02,1,2,8,Fe,1,False,8,8.0,0.0,0.1652939803825845
R01_F02,1,2,8,Cu,1,False,6,6.0,0.0,0.2941492482536009
R01_F02,1,2,8,Mn,0,False,0,,0.0,
R01_F02,1,2,8,Mg,1,False,5,5.0,0.0,0.4121051691490014
R01_F02,1,2,8,Cr,0,False,0,,0.0,
R01_F02,1,2,8,Zn,1,False,4,4.0,0.0,1.0
R01_F02,1,2,8,V,0,False,0,,0.0,
R01_F02,1,2,8,Ti,1,False,7,7.0,0.0,0.1843312425853808
R01_F02,1,2,8,Zr,0,False,0,,0.0,
R01_F02,1,2,8,Li,0,False,0,,0.0,
R01_F02,1,2,8,Ni,0,False,0,,0.0,
R01_F02,1,2,8,Be,0,False,0,,0.0,
R01_F02,1,2,8,Sc,0,False,0,,0.0,
R01_F02,1,2,8,Tsol,1,True,1,1.0,0.0,0.4433217663364101
R01_F02,1,2,8,Tage,1,True,2,2.0,0.0,0.5020519364422101
R01_F02,1,2,8,tage,1,True,3,3.0,0.0,0.2910905242799361
R01_F02,1,2,9,Si,1,False,9,9.0,0.5,0.2780330997903317
R01_F02,1,2,9,Fe,1,False,8,8.0,0.5,0.2899708006013465
R01_F02,1,2,9,Cu,1,False,6,6.0,0.5,0.3094158384841703
R01_F02,1,2,9,Mn,0,False,0,,0.5,
R01_F02,1,2,9,Mg,1,False,5,5.0,0.5,0.6258432320530664
R01_F02,1,2,9,Cr,0,False,0,,0.5,
R01_F02,1,2,9,Zn,1,False,4,4.0,0.5,1.0
R01_F02,1,2,9,V,0,False,0,,0.5,
R01_F02,1,2,9,Ti,1,False,7,7.0,0.5,0.3066758540417358
R01_F02,1,2,9,Zr,0,False,0,,0.5,
R01_F02,1,2,9,Li,0,False,0,,0.5,
R01_F02,1,2,9,Ni,0,False,0,,0.5,
R01_F02,1,2,9,Be,0,False,0,,0.5,
R01_F02,1,2,9,Sc,0,False,0,,0.5,
R01_F02,1,2,9,Tsol,1,True,1,1.0,0.5,0.6119658359043367
R01_F02,1,2,9,Tage,1,True,2,2.0,0.5,0.4557448895622639
R01_F02,1,2,9,tage,1,True,3,3.0,0.5,0.145545262139968
R01_F02,1,2,10,Si,1,False,9,9.0,0.5,0.2780330997903317
R01_F02,1,2,10,Fe,1,False,8,8.0,0.5,0.2899708006013465
R01_F02,1,2,10,Cu,1,False,6,6.0,0.5,0.3094158384841703
R01_F02,1,2,10,Mn,0,False,0,,0.5,
R01_F02,1,2,10,Mg,1,False,5,5.0,0.5,0.6258432320530664
R01_F02,1,2,10,Cr,0,False,0,,0.5,
R01_F02,1,2,10,Zn,1,False,4,4.0,0.5,1.0
R01_F02,1,2,10,V,0,False,0,,0.5,
R01_F02,1,2,10,Ti,1,False,7,7.0,0.5,0.3066758540417358
R01_F02,1,2,10,Zr,0,False,0,,0.5,
R01_F02,1,2,10,Li,0,False,0,,0.5,
R01_F02,1,2,10,Ni,0,False,0,,0.5,
R01_F02,1,2,10,Be,0,False,0,,0.5,
R01_F02,1,2,10,Sc,1,False,10,10.0,0.5,0.2420595114267174
R01_F02,1,2,10,Tsol,1,True,1,1.0,0.5,0.6119658359043367
R01_F02,1,2,10,Tage,1,True,2,2.0,0.5,0.4557448895622639
R01_F02,1,2,10,tage,1,True,3,3.0,0.5,0.145545262139968
R01_F02,1,2,11,Si,1,False,9,9.0,0.5,0.2780330997903317
R01_F02,1,2,11,Fe,1,False,8,8.0,0.5,0.2899708006013465
R01_F02,1,2,11,Cu,1,False,6,6.0,0.5,0.3094158384841703
R01_F02,1,2,11,Mn,0,False,0,,0.5,
R01_F02,1,2,11,Mg,1,False,5,5.0,0.5,0.6258432320530664
R01_F02,1,2,11,Cr,0,False,0,,0.5,
R01_F02,1,2,11,Zn,1,False,4,4.0,0.5,1.0
R01_F02,1,2,11,V,0,False,0,,0.5,
R01_F02,1,2,11,Ti,1,False,7,7.0,0.5,0.3066758540417358
R01_F02,1,2,11,Zr,1,False,11,11.0,0.5,0.2285616181876844
R01_F02,1,2,11,Li,0,False,0,,0.5,
R01_F02,1,2,11,Ni,0,False,0,,0.5,
R01_F02,1,2,11,Be,0,False,0,,0.5,
R01_F02,1,2,11,Sc,1,False,10,10.0,0.5,0.2420595114267174
R01_F02,1,2,11,Tsol,1,True,1,1.0,0.5,0.6119658359043367
R01_F02,1,2,11,Tage,1,True,2,2.0,0.5,0.4557448895622639
R01_F02,1,2,11,tage,1,True,3,3.0,0.5,0.145545262139968
R01_F02,1,2,12,Si,1,False,9,9.0,0.25,0.1967941282970135
R01_F02,1,2,12,Fe,1,False,8,8.0,0.25,0.2276323904919655
R01_F02,1,2,12,Cu,1,False,6,6.0,0.25,0.3017825433688856
R01_F02,1,2,12,Mn,0,False,0,,0.25,
R01_F02,1,2,12,Mg,1,False,5,5.0,0.25,0.5189742006010339
R01_F02,1,2,12,Cr,1,False,12,12.0,0.25,0.1459908110132085
R01_F02,1,2,12,Zn,1,False,4,4.0,0.25,1.0
R01_F02,1,2,12,V,0,False,0,,0.25,
R01_F02,1,2,12,Ti,1,False,7,7.0,0.25,0.2455035483135583
